emotion_en,sentence_en,emotion_de,sentence_de
hate,"@Daft_Punk_Robot  wtf.....winter isn't due til monday, am freezing",Ekel,@Daft_punk_robot WTF ..... Winter ist bis Montag nicht fällig
neutral,@venkateshkumar Very true. I'll write them seeing IPL,Unklar,"@venkateshkumar sehr wahr.Ich werde sie schreiben, wenn sie IPL sehen"
happiness,"@Cyberwest thanks for that twitpic, sure made me laugh",Freude,"@Cyberwest danke für diesen twitpic, das mich sicher zum Lachen gebracht hat"
neutral,30 days till p!nk   babysitting in 15 minutes.,Unklar,30 Tage bis P! Nk Babysity in 15 Minuten.
worry,"@JonathanRKnight Oh, you poor thing!!    So sorry, babe....",Angst,"@Jonathanrknight Oh, du armes Ding !!Also tut mir leid, Baby ...."
love,@jtimberlake Love Sex Magix it's cool!!... great rhythm!!!,Vertrauen,@Jtimberlake Liebe Sex Magix Es ist cool !! ... Toller Rhythmus !!!
worry,i NEED MY fRYEND!,Angst,Ich brauche meinen Freund!
neutral,"@gfalcone601 salt and vinegar, cheese and onion make your breathe smell lol  xx",Unklar,"@gfalcone601 Salz und Essig, Käse und Zwiebeln lassen Ihren Atem riechen lol xx"
neutral,@dummerboyk: psh...didn't even pay for me though,Unklar,@Dummerboyk: PSH ... hat aber nicht einmal für mich bezahlt
love,i'm also on plurk  try it,Vertrauen,Ich bin auch auf plurk probiere es
worry,super bored on a friday night,Angst,Super gelangweilt an einem Freitagabend
sadness,in 1st period. i hate this class. can't wait until i'm home!!!!!!!!!  i'll b the happiest person in the world wen i'm home!!!,Traurigkeit,"in 1. Periode.ich hasse diese Klasse.Ich kann es kaum erwarten, bis ich zu Hause bin !!!!!!!!!Ich werde die glücklichste Person der Welt sein, wenn ich zu Hause bin !!!"
surprise,why did last.fm wanted money from me to listen to my radios,Überraschung,"Warum letztes. Fm wollte Geld von mir, um auf meine Radios zu hören"
worry,just got home! not wanting to read the last chaper of breaking dawn cause i dont want it to beover,Angst,"Ich bin gerade nach Hause gekommen!Ich möchte nicht das letzte Kapitel von Breaking Dawn lesen, weil ich nicht möchte, dass es Biber hat"
worry,"Passed 700,000 views of my YouTube videos",Angst,Bestand 700.000 Ansichten über meine YouTube -Videos
neutral,"Morning!! ... ^-^ escuchando el  Soundtrack de Twilight que Gaby me trajoooooo! la adoro  ...(muse, paramore, perry farrell...)",Unklar,"Morgen !!... ^- ^ Hör auf den Twilight Soundtrack, den Gaby mir mitgebracht hat!Ich verehre sie ... (Muse, Paramore, Perry Farrell ...)"
neutral,@LiesX I see,Unklar,@LiesX Ich sehe
neutral,@MrRathbone what about me,Unklar,@Mrrathbone Was ist mit mir
neutral,@J2thaESSICA also just spoke to my &lt;3...              ï¿½tearï¿½,Unklar,@J2thaessica sprach auch gerade mit meinem & lt; 3 ... ï $ ½ -tear € ½
neutral,in my room its too damn warm! windows open but im still cooking !,Unklar,"In meinem Zimmer ist es zu verdammt warm!Fenster öffnen, aber ich koche immer noch!"
neutral,Found out earlier today that I'm going to be an Uncle,Unklar,"Ich habe heute früher herausgefunden, dass ich Onkel sein werde"
hate,last night in cork  and come tomorrow i wont even remember it... double sad face  haha... in the words on lily allen.. NOT FAIR!,Ekel,"Letzte Nacht in Cork und komm morgen, ich werde mich nicht einmal daran erinnern ... doppelt trauriges Gesicht, haha ... in den Worten von Lily Allen ... nicht fair!"
worry,"@WTF_JayR oh, i know how budgeting is.",Angst,"@Wtf_jayr oh, ich weiß, wie Budgetierung ist."
neutral,@sha_da_asshole ï¿½ cant im not @ my sister house no ï¿½-net tonite,Unklar,@sha_da_asshole ï ¿kann nicht ich nicht @ My Sister House nein 'netz-tonite
happiness,"@jtsui i wish i could sat but thats a super busy day  sunday perhaps? playing football in dolores park too, youre welcome to come hang!",Freude,"@jtsui Ich wünschte ich könnte sitzen, aber das ist vielleicht ein super arbeitender Tag Sonntag?Spielen Sie auch im Dolores Park Fußball, Sie sind willkommen, hängen zu kommen!"
sadness,"is on her way to Seattle! Yay for Seattle, boo for Matt leaving.",Traurigkeit,"ist auf dem Weg nach Seattle!Yay für Seattle, Boo für Matt gehen."
surprise,"googled mothers day, PHEW, US &amp; UK have different dates! Learn something new every day",Überraschung,"Google Muttertag, Puh, uns und;Großbritannien hat unterschiedliche Daten!Lerne jeden Tag etwas Neues"
worry,@iPhoneAppAttack I thought it was pretty good! I'm not a die hard Trekkie either.,Angst,@iphoneAppattack Ich fand es ziemlich gut!Ich bin auch kein sterbiger Trekkie.
sadness,Last day in maui,Traurigkeit,Letzter Tag in Maui
love,"(@danielleejonas) UGH, i love tila. haters need to shut up",Vertrauen,"(@danielleejonas) Ugh, ich liebe Tila.Hasser müssen die Klappe halten"
sadness,"God, I'll miss my bf so fuckin' much!  It's only 2 months now *snï¿½ff*",Traurigkeit,"Gott, ich werde meinen Freund vermissen, so verdammt noch mal!Es sind jetzt nur 2 Monate *sn & swisemff *"
sadness,"@H2_TheMovie That's what I get for writing up my Halloween interview w/ Danielle Harris. Darn, I was too late for the contest!",Traurigkeit,"@H2_THEMOVIE Das bekomme ich, um mein Halloween -Interview mit Danielle Harris aufzuschreiben.Verdammt, ich war zu spät für den Wettbewerb!"
love,@mrskutcher Happy Mother's Day! I hope you have an awesome day...and a good rest of the night,Vertrauen,@mrskutcher Happy Muttertag!Ich hoffe du hast einen tollen Tag ... und einen guten Rest der Nacht
neutral,Gotta go back out there.,Unklar,Ich muss da rausgehen.
worry,@JoJolike i tried phoning you,Angst,"@Jojolike Ich habe versucht, dich zu rufen"
worry,@sos100 internet billing with fee of 30% and only in 13 countries and a setup cost of 5000 for usa alone,Angst,@SOS100 Internetrechnung mit Gebühr von 30% und nur in 13 Ländern und Einrichtungskosten von 5000 allein für die USA
neutral,Feeling very tierd! too much college work!!!!!!,Unklar,Fühlen Sie sich sehr müde!zu viel College -Arbeit !!!!!!
neutral,needs to have an increase on her salary  http://plurk.com/p/wxluu,Unklar,muss ihr Gehalt erhöhen http://plurk.com/p/wxluu
neutral,@BBL0ve lmaoo me too  &amp; omg thank you 8-| he does need to act his damn age. I'd be ashamed if he was my damn grandpa 8-|.,Unklar,"@Bbl0ve lmaoo me auch & amp;omg danke 8- |Er muss sein verdammtes Alter handeln.Ich würde mich schämen, wenn er mein verdammter Opa 8- | wäre."
surprise,If I &quot;unfollowed&quot; you - its NOT on purpose. Something fishy is going on with my Tweet Deck !! Let me know if I &quot;unfollowed&quot; you.,Überraschung,"Wenn ich nicht gefolgt bin.Sie - es ist nicht absichtlich.Mit meinem Tweet -Deck geht etwas Fishy los !!Lassen Sie mich wissen, ob ich nicht gefolgt bin.Du."
worry,Sicky sicky  sucks on such a lovely day,Angst,Krankkrankes ist an einem so schönen Tag saugt
sadness,"@drinkins I'm suffering from the Internet that works bad, only sites hosted on russian servers are available for me",Traurigkeit,"@Drinkins Ich leide unter dem Internet, das schlecht funktioniert, nur Websites, die auf russischen Servern gehostet werden, stehen mir zur Verfügung"
sadness,Murray just got broken,Traurigkeit,Murray wurde gerade gebrochen
love,Ok getting the pink stripey one it's the most subtle I'm a bit bored of the floral print! Ok?,Vertrauen,"Ok, den rosa Streifen zu bekommen, es ist das subtilste, ich bin ein bisschen gelangweilt von dem Blumendruck!OK?"
love,"@LishaKatherine i hope your doing great! I, your friends, and california miss you!!!",Vertrauen,"@Lishakatherine Ich hoffe es geht dir gut!Ich, deine Freunde und Kalifornien vermissen dich !!!"
worry,i now know that we've made a difference in each others lives...i feel proud.,Angst,"Ich weiß jetzt, dass wir das Leben in einem anderen unterschieden haben ... Ich bin stolz."
worry,@JonathanRKnight Sorry to hear ur flight got cancelled  that blows!!!,Angst,"@Jonathanright Tut mir leid zu hören, dass dein Flug abgesagt wurde, das bläst !!!"
neutral,@zionxpress happy mothers day,Unklar,@zionxpress Happy Muttertag
sadness,"I love summer, but I oddly don't want this school year to end.",Traurigkeit,"Ich liebe den Sommer, aber ich möchte seltsamerweise nicht, dass dieses Schuljahr endet."
surprise,"gooooooood night, cant believe tomoroo is cancelled!  but still gonna be a giid night, GNI cant beat them!",Überraschung,"Goooooood Night, kann nicht glauben, dass morgen abgesagt wird!Aber ich werde immer noch eine Giid -Nacht sein, Gni kann sie nicht schlagen!"
neutral,no Yoga tonight  but i am going to try Pilates. lets see how many un-used muscles i can discover,Unklar,"Heute Abend kein Yoga, aber ich werde Pilates ausprobieren.Lassen Sie uns sehen, wie viele nicht verwendete Muskeln ich entdecken kann"
happiness,Romantic evening in with papa murphys and &quot;battle BC&quot; from the history channel,Freude,"Romantischer Abend in Papa Murphys und ""Battle BC""Aus dem Geschichtskanal"
worry,woke up to boxes to the ceiling and now he can't find his yerba mate or coffee beans.,Angst,wachte zu Kisten an der Decke auf und jetzt kann er seinen Yerba -Kumpel oder seine Kaffeebohnen nicht finden.
worry,@WerewolfEmbry I'm sorry.,Angst,@WereWolfembry Es tut mir leid.
worry,I want noms,Angst,Ich will Noms
love,2 ALL THE MOTHER OUT THERE.MAY THE GOD BLESS YOU MOTHERS/MOTHER-FIGURE OUT THERE.KEEP FIGHTN DA GOOD FIGHT &amp; NEVA GIVEUP ON THE YR CHILD.,Vertrauen,"2 Die ganze Mutter da draußen. Möge der Gott dich segne, Mütter/Mutter-Figure da draußen.Neva -Given auf dem Kind."
love,@jacehall http://twitpic.com/4nbx4 - great photo! bravi! we are looking forward for the upcoming pilot in Italy too,Vertrauen,@jacehall http://twitpic.com/4nbx4 - tolles Foto!Bravi!Wir freuen uns auch auf den kommenden Piloten in Italien
worry,sad.. Daniel is leaving Florida now.. just gave him a big hug,Angst,traurig .. Daniel verlässt Florida jetzt.
enthusiasm,Watching Leno for the second to last time on the Tonight Show,Antizipation,Leno zum zweiten bis zum letzten Mal in der Tonight Show ansehen
neutral,"I told Taylor I wanted to punch a baby, because I'm in so much pain and her response was &quot;what baby?&quot;. I love my family.",Unklar,"Ich sagte Taylor, ich wollte ein Baby schlagen, weil ich so viel Schmerz habe und ihre Antwort war ""Welches Baby?"".Ich liebe meine Familie."
neutral,i have such a sore head,Unklar,Ich habe so einen schmerzenden Kopf
worry,Missing Going To Villa.. Another 2 Months With Out Them,Angst,Vermisst in die Villa zu gehen .. weitere 2 Monate ohne sie
worry,@Emz2009 so sad emma  u sad to be leaving the show? xx,Angst,"@EMZ2009 So traurig Emma Du bist traurig, die Show zu verlassen?xx"
surprise,@misterchun tts ridiculously sweet of you,Überraschung,@misterchun tts lächerlich süß von dir
surprise,Why is it so dark outside?,Überraschung,Warum ist es draußen so dunkel?
sadness,NOO!! XBOX got red rings of death,Traurigkeit,Nein !!Xbox bekam rote Todesringe
love,@ShelbyCohen mothers day gift,Vertrauen,@Shelbycohen Muttertagsgeschenk
love,Happy Mothers Day!!,Vertrauen,Schönen Muttertag!!
neutral,"@Scandalous an iphone app came out a few months back called zemote, bumped my domain zemote.com out of the #1 spot",Unklar,@Scandalous Eine iPhone -App kam vor ein paar Monaten namens Zemote heraus und stieß meine Domain Zemote.com aus dem Platz 1 heraus
happiness,@djnvs LoL! there u go..that's the spirit haha,Freude,@djnvs lol!Da gehst du ... das ist der Geist haha
worry,Ran out of money. I r a sad panda,Angst,Das Geld ausgegangen.Ich bin ein trauriger Panda
sadness,Now I'm depressed again..ugh!!! HELP!!!,Traurigkeit,Jetzt bin ich wieder depressiv ... ug !!!HILFE!!!
happiness,"The sun is shining brightly and the day has just begun! What's in store? Wandering around les calanques maybe? Vin, definitely!",Freude,"Die Sonne scheint hell und der Tag hat gerade begonnen!Was ist auf Lager?Wandert vielleicht durch Les Calanques?Vin, auf jeden Fall!"
surprise,"Omg I just woke up after only sleeping for 3hrs, and my arm is just aching... It hurts so bad",Überraschung,"Omg Ich bin gerade aufgewacht, nachdem ich nur 3 Stunden geschlafen habe, und mein Arm schmerzt nur ... es tut so weh"
happiness,"I'm finally going to bed, everybody.. whatever you're doing, BE BLESSED!",Freude,"Ich gehe endlich ins Bett, alle ... was auch immer du tust, sei gesegnet!"
neutral,@ChickenStudios i dont know,Unklar,@Chickenstudios Ich weiß nicht
enthusiasm,"Up early this morning, first to portmeirion then home",Antizipation,Heute Morgen auf dem frühen Morgen nach Portmeirion und dann nach Hause
happiness,ooo how i love a bank holiday  x,Freude,ooo wie ich einen Bankurlaub liebe x
sadness,Watching the Killers on JR. They are awesome. Too late though. They just cut the programme mid song. Twas my favourite too.,Traurigkeit,Beobachten Sie die Mörder auf JR.Sie sind großartig.Aber zu spät.Sie haben gerade das Programm mitten in der Mitte geschnitten.Es war auch mein Favorit.
surprise,"@AmandaSevasti Ugh, frustrating. I see a few briefs a week with groups in them, mostly from traditional agencies.",Überraschung,"@Amandasevasti ugh, frustrierend.Ich sehe ein paar Slips pro Woche mit Gruppen in ihnen, hauptsächlich von traditionellen Agenturen."
sadness,@Valholla that's sad  what kind of mess are you getting into this weekend?,Traurigkeit,"@Valholla Das ist traurig, was für ein Durcheinander kommst du an diesem Wochenende?"
neutral,"@atchoum1979 Where you at?   No tweeting today? No gardening either, I bet?",Unklar,"@Atchoum1979 Wo bist du?Kein Tweeten heute?Ich wette auch, keine Gartenarbeit?"
neutral,@bingofuel My lil' old Mac did the same thing...and it was never to charge again.,Unklar,@Bingofuel My Lil 'alter Mac tat dasselbe ... und es sollte nie wieder angeklagt.
sadness,in less then a min i lost 2 followers,Traurigkeit,In weniger als einer Minute habe ich 2 Anhänger verloren
worry,"I don't think that im feeling too well. all the sudden, im tired but scared to fall asleep cuz I know I will wake up sick.",Angst,"Ich glaube nicht, dass ich mich zu gut fühle.Plötzlich bin ich müde, aber Angst, einzuschlafen, weil ich weiß, dass ich krank aufwachen werde."
sadness,@TennyDesign Rogï¿½rio Minotouro will fight now!,Traurigkeit,@Tennydesign rog hat jetzt kämpfen!
happiness,"@wanderinghope hehe, thanks! that had everyone in my class laughing too.",Freude,"@wanderinghope hehe, danke!Das hatte auch alle in meiner Klasse zum Lachen."
love,@just_another_1 yeh I can't even imagine.... good luck to them,Vertrauen,@just_another_1 yeh ich kann mir nicht einmal vorstellen ... viel Glück für sie
happiness,@jenniferdodd I'm out of town next week   We'll have to party when I get back. Happy early Birthday!,Freude,"@jenniferdodd Ich bin nächste Woche nicht in der Stadt, wir müssen feiern, wenn ich zurückkomme.Alles Gute zum frühen Geburtstag!"
love,FUCK! summer school in 3 days... some break,Vertrauen,SCHEISSE!Sommerschule in 3 Tagen ... etwas Pause
happiness,Dollhouse was saved!!! Its coming back for another season!!! Too bad scrubs isn't,Freude,"Dollhouse wurde gerettet !!!Es kommt für eine weitere Saison zurück !!!Schade, dass Peelings nicht sind"
worry,@BrineandBastard What??  Nooooooooo      There goes my weekend!,Angst,@BrineandBastard was?Noooooooooo dort geht mein Wochenende!
happiness,@shaktijs http://twitpic.com/4wkym - Looks Yummy...I can haz smal pies pleess??,Freude,@Shaktijs http://twitpic.com/4wkym - Sieht lecker aus ... Ich kann Smaler Pleess Haz Haz Haz Haz HAIN HABEN?
neutral,@alexnobert one thing is good enough for me. friendship retained!,Unklar,@ALEXNOLBERT Eine Sache ist gut genug für mich.Freundschaft beibehalten!
worry,I'm extremely hungry.... and the only thing I have in my house is Soup...  I don't like soup... *pouts*,Angst,"Ich bin extrem hungrig ... und das einzige, was ich in meinem Haus habe, ist Suppe ... Ich mag keine Suppe ... *schmollt *"
happiness,dad's posting got postponed ONE HOUR before he was meant to leave. either going to afganistan or NOWHERE. i'm sorta happy  but he's gutted,Freude,"Papas Posting wurde eine Stunde vor seinem Abreise verschoben.Entweder gehen nach Afganistan oder nirgendwo.Ich bin irgendwie glücklich, aber er ist enttäuscht"
neutral,"All the cool people I want to find for following today are #English, and I guess the English don't tweet.",Unklar,"Alle coolen Leute, die ich heute finden möchte, sind #English, und ich denke, der Englische twittert nicht."
happiness,Off to England during the summer holidays this year.... yay!,Freude,Auf den Sommerferien dieses Jahres nach England .... yay!
sadness,First time I'm going home early  sucks to b single no one to call,Traurigkeit,"Zum ersten Mal, dass ich früh nach Hause gehe, saugt ich an b Single Niemand, um anzurufen"
sadness,@siiyu she could have been a lost dog  poor girl,Traurigkeit,@siiyu sie hätte ein verlorenes hundarmes Mädchen sein können
neutral,I'm not impressed that it almost always rains on Bank Holidays !! Stil... It's a free day - no college,Unklar,"Ich bin nicht beeindruckt, dass es fast immer in Bankferien regnet !!Stil ... es ist ein freier Tag - kein College"
anger,No gas PLUS no money = Desperation!!!   and that's the word of the day!  http://twitpic.com/66zls,Ärger,Kein Gas plus kein Geld = Verzweiflung !!!Und das ist das Wort des Tages!http://twitpic.com/66zls
happiness,@kitankhamun Pitty he wasnt arnd 2 huh! I wld have rlly wet myself! Otherwise the wedding was gr8!! Had a gd time &amp; lots of smiley faces!,Freude,@kitanchamun pitty er war nicht ungefähr 2 huh!Ich hätte mich wirklich nass!Ansonsten war die Hochzeit Gr8 !!Hatte eine gdzeit & amp;Viele Smiley -Gesichter!
happiness,Mom says I have to get a new phone IMMEDIATELY....off to T-Mobile.  she paying....,Freude,"Mama sagt, ich muss sofort ein neues Telefon bekommen ... nach T-Mobile.Sie bezahlt ...."
love,At the Spoke Club - fell in love with Tom Arnold all over again (not Rosie's ex definitely different)... Lucky moi,Vertrauen,Im Spoke Club - verliebte sich wieder in Tom Arnold (nicht Rosies Ex definitiv anders) ... Lucky Moi
neutral,@Nfnitedawn Cheers *lifts coffee cup* here here for Mondays,Unklar,@Nfnitedawn Prost * hebt Kaffeetasse * hier montags hier hier
worry,"gettn ready to take a trip to Jersey my dad's not doing so good, he needs a new heart~whoeva see's this please say a prayer for my dad",Angst,Gehen
surprise,"Wow, my phone was blowing up with tweets all day. Now that I'm home, it's a ghost town! Guess I'll do some chores in my apt. &amp; go to bed.",Überraschung,"Wow, mein Telefon blies den ganzen Tag mit Tweets.Jetzt, wo ich zu Hause bin, ist es eine Geisterstadt!Ich schätze, ich werde ein paar Aufgaben in meiner Wohnung erledigen.&Ampere;Geh ins Bett."
happiness,Off to a wedding!,Freude,Auf eine Hochzeit!
happiness,@redheadlori Happy Mothers Day!,Freude,@Redheadlori Happy Muttertag!
sadness,"I've got sunburn on my arm  In better news, my new Guitar Hero: Metallica game came and I beyond happy about that.",Traurigkeit,"Ich habe einen Sonnenbrand auf meinem Arm in besseren Neuigkeiten, mein neuer Gitarrenheld: Metallica -Spiel kam und ich bin über das sehr gefreut darüber."
happiness,Last day of college today!,Freude,Letzter College -Tag heute!
happiness,alhamdulilah. i got accepted into nafa,Freude,Danke schön.Ich wurde in Nafa aufgenommen
love,"Yay, watching Supernatural   .. Great way to end a hard day. I miss you Jesse.",Vertrauen,"Yay, übernatürliches zuschauen .. Toller Weg, einen harten Tag zu beenden.Ich vermisse dich Jesse."
worry,"@isacullen Oh, that one. That explains so much now. Poor girl.",Angst,"@isacullen Oh, das.Das erklärt jetzt so viel.Armes Mädchen."
love,"@blundell07 Aye, I loved it too  @cyntaxerror over analyzed it me thinks",Vertrauen,"@blundell07 aye, ich habe es auch geliebt @cyntaxError über analysierte es mir denkt"
worry,"Again, No P.F. Changs for lunch    Booooo",Angst,Wieder nein P.F.Changs für das Mittagessen Booooo
enthusiasm,"Ok, seems I need to remember what account I'm posting as..... That last tweet was a @Geelong_FC tweet!",Antizipation,"OK, ich muss mich daran erinnern, welches Konto ich poste. Dieser letzte Tweet war ein @Geelong_fc -Tweet!"
worry,First time in my live that i got a little pop up on the taskbar saying that one of my files was corrupt and I needed to run chkdisk,Angst,"Zum ersten Mal in meinem Live, dass ich in der Taskleiste ein wenig aufgetaucht bin und sagte, dass eine meiner Dateien korrupt war und ich CHKDSK ausführen musste"
worry,"The day started so wonderful, but now our kids our crying because our kitty is missing  We just got back from posting signs around.",Angst,"Der Tag begann so wunderbar, aber jetzt sind unsere Kinder unsere Kinder, weil unser Kätzchen fehlt, wir sind gerade von der Veröffentlichung von Schildern zurückgekommen."
worry,Up reading tabloids about other people's lives...thinking what I'm gonna do with mine when my baby leaves?,Angst,"Lesen Sie auf Boulevardzeitungen über das Leben anderer Menschen ... denken Sie, was ich mit meinem machen werde, wenn mein Baby geht?"
worry,It's so hard to settle on a name,Angst,"Es ist so schwer, sich auf einen Namen zu begleichen"
worry,...And omg whats this dirty letter from Danny everyones been on about? Its absolutely none of my business but I still feel left out lol,Angst,"... und omg Was ist dieser schmutzige Brief von Danny, worüber jeder?Es ist absolut nichts von meinem Geschäft, aber ich fühle mich immer noch ausgeschlossen lol ausgelassen"
enthusiasm,Hecks yeah. Jandy timsamlake is too rawesome!,Antizipation,Hecks ja.Jandy Timsamlake ist zu roh!
worry,Ahhhhhh I got stitches  I seriously cant wait to go to the beach! SUMMER HURRY UP!!!!!!,Angst,"Ahhhhhh, ich habe Stiche, ich kann es kaum erwarten, an den Strand zu gehen!SOMMER BEEIL DICH!!!!!!"
love,Not babysitting tonight. I miss that kid.,Vertrauen,Heute Abend nicht babysitten.Ich vermisse dieses Kind.
love,"The top 5 words I've tweeted: hug, good, people, fun, twitter. http://tinyurl.com/dcxoty ... that's really quite nice",Vertrauen,"Die Top 5 Wörter, die ich getwittert habe: Umarmung, gut, Leute, Spaß, Twitter.http://tinyurl.com/dcxoty ... das ist wirklich sehr schön"
neutral,@Flesheater what happened to @sodarnhappy? where did she go?,Unklar,@Flesheater Was ist mit @Sodarnhappy passiert?Wo ist sie hingegangen?
anger,I'm way to sleepy.. Ill watch my shows lata..Good nite twit-fam!.. God bless!..XoXo,Ärger,Ich bin viel zu schläfrig .. ich werde meine Shows Lata beobachten. Gute Nite Twit-Fam! .. Gott segne! .. xoxo
neutral,@BHA It takes a big man to type a sad tweet like that!,Unklar,"@BHA Es braucht einen großen Mann, um einen traurigen Tweet so zu treiben!"
love,@pixy88 Thank you! And I don't care for the look on his face.,Vertrauen,@pixy88 Danke!Und ich kümmere mich nicht um den Gesichtsausdruck.
love,Having a great chat with a friend. He's totally putting my mind at ease,Vertrauen,Einen tollen Gespräch mit einem Freund.Er beruhigt mich total in den Sinn
sadness,Missed the play,Traurigkeit,Verpasste das Stück
happiness,@LOVEHATE_ENVY how come you dont think you did good?!,Freude,"@Lovehate_envy Wie kommt es, dass du nicht denkst, dass du es gut gemacht hast ?!"
worry,@stackmack I wish I couldn't wrap my head around it  Hopefully it'll wake up some people that say/think &quot;racism doesn't exist anymore&quot;,Angst,"@StackMack Ich wünschte, ich könnte meinen Kopf nicht umwickeln, hoffentlich wird es einige Leute aufwachen, die ""Rassismus denken"", existiert nicht mehr."
neutral,"@nuno_salvaterra Argh. Totally right, escapou-me",Unklar,"@nuno_salvaterra argh.Total richtig, entkam mir"
neutral,http://bit.ly/TGVR7  via @addthis thank you tiff,Unklar,http://bit.ly/tgvr7 über @addis. Danke Tiff
neutral,frenchieb-day #frenchieb-day #frenchieb-day #frenchieb-day #frenchieb-day #frenchieb-day #frenchieb-day #frenchieb-day #frenchieb-day,Unklar,Frenchieb-Day #Frenchieb-Day #Frenchieb-Day #Frenchieb-Day #Frenchieb-Day #Frenchieb-Day #Frenchieb-Day #Frenchieb-Day #Frenchieb-Day
surprise,Offline.... Have to give private lesson now and eran some money,Überraschung,Offline .... müssen jetzt eine private Lektion geben und etwas Geld verdienen
happiness,@PITCHERPARK i want her more on Survivor!!,Freude,@Pitcherpark Ich will sie mehr über Survivor !!
happiness,Figured out twitter for my phone,Freude,Fand Twitter für mein Telefon heraus
worry,@wolverine66 didn't get them,Angst,@Wolverine66 hat sie nicht bekommen
happiness,I love how two of my favorite shows have the same acronym  lol.,Freude,"Ich liebe es, wie zwei meiner Lieblingsshows das gleiche Akronym lol haben."
sadness,@SeattleWillow Well I am at work.   But Leah might be doing something with Embry.,Traurigkeit,"@Seattlewillow Nun, ich bin bei der Arbeit.Aber Leah könnte etwas mit Embry machen."
happiness,"Loving the sun today, even thought I should be revising. Not a good day though, been at Kates all afty, shit day for her bless her  x",Freude,"Heute die Sonne zu lieben, dachte ich sollte überarbeiten.Kein guter Tag, war bei Kates ALLE AFTY, Scheißtag, denn sie segne sie x"
happiness,watching beauty &amp; the beast  haha,Freude,Beobachtung Schönheit & amp;Das Tier haha
sadness,@hey_thomas if only the drinking game was tonight...I don't have to work till 5 tomorrow,Traurigkeit,@hey_thomas Wenn nur das Trinkspiel heute Abend wäre ... Ich muss morgen nicht bis 5 Uhr arbeiten
worry,my lord! this day is going to slow,Angst,mein Herr!Dieser Tag wird langsamer werden
worry,playing singstar without my fave duetter,Angst,Singstar ohne meinen Lieblings -Duetter spielen
love,..but did i mention spending time with two bffs .. Totally worth it,Vertrauen,".. Aber ich habe erwähnt, dass ich Zeit mit zwei BFFs verbracht habe."
neutral,Logging off Twitter app to preserve battery life.,Unklar,"Anmelden von der Twitter -App, um die Akkulaufzeit zu erhalten."
worry,Damn being broke on the day Guitar Hero Metallica comes out!  Boooooooo,Angst,"Verdammt, am Tag der Tag gebrochen zu sein, kommt Gitarrenheld Metallica heraus!Boooooooo"
love,"Just Saw Confessions Of A Shopoholic...Totally fell in love with Hugh Dancy's accent!! :3 Need $20.00 for tomorrow, new top i want!!",Vertrauen,"Ich habe gerade Geständnisse eines Shopaholic gesehen ... total in Hugh Dancys Akzent verliebt !!: 3 brauche 20,00 $ für morgen, neues Top, das ich will !!"
worry,Tanya is jealous because I'm Mike's new favorite  It's because he tried to kiss me over the weekend....pictures to follow at 95sx.com,Angst,"Tanya ist eifersüchtig, weil ich Mikes neuer Favoriten bin, weil er versucht hat, mich über das Wochenende zu küssen ... Bilder zu folgen auf 95sx.com"
love,no school today! that's greeeeeat!,Vertrauen,Heute keine Schule!Das ist Greeeeeeat!
sadness,My sunburn itches  ouch,Traurigkeit,Mein Sonnenbrand juckt autsch
neutral,@salisburydowns I've always said to PD that I wanted a kitchen like yours...I just wouldn't know what to do with it,Unklar,"@salisburydowns Ich habe immer zu PD gesagt, dass ich eine Küche wie deine wollte ... Ich würde einfach nicht wissen, was ich damit machen soll"
happiness,@sharonhayes #twappy http://bit.ly/D9qVk,Freude,@sharonhayes #twappy http://bit.ly/d9qvk
surprise,Waiting for my turn on wii fit gym closed,Überraschung,Ich warte auf mich an der Reihe Wii Fit Fitness geschlossen
worry,"Scream just played on my iPod. First thing that comes to mind, BEAR MACHINEEEEE!!!! Lol",Angst,"Scream hat gerade auf meinem iPod gespielt.Erstes, was mir in den Sinn kommt, Bear Machineeeee !!!!Lol"
happiness,@okneil welcome home wherever that may be,Freude,"@okneil willkommen zu Hause, wo immer das sein mag"
neutral,@stephanierhenee ha... I thought you would enjoy the Family Guy reference... and I'm more bored than you,Unklar,@stephanierhenee ha ... Ich dachte du würdest die Referenz für den Family Guy genießen ... und ich bin mehr gelangweilt als du
love,"@kalowee will do  hee after exams, i'll give u plenty of shows. HAHA hopeless me",Vertrauen,"@Kalowee wird nach Prüfungen hee machen, ich werde dir viele Shows geben.Haha hoffnungslos ich"
happiness,@smfibus I have a feeling that we'll be able to get anything we want as long as it's &quot;green.&quot;,Freude,"@Smfibus Ich habe das Gefühl, dass wir alles bekommen können, was wir wollen, solange es ""grün ist."""
sadness,i need to get my life together aka my apartment all cleaned and back how it was before my birthday,Traurigkeit,"Ich muss mein Leben zusammenbringen, auch als meine Wohnung reinigte und zurück, wie es vor meinem Geburtstag war"
happiness,@Pink congradts on ur show  Even tho i wasnt there lol,Freude,"@Pink herzlichen Glückwunsch in deiner Show überhaupt, ich war nicht da lol da"
worry,"@mashable Thanks to TweetStats, I confirmed what I long suspected: Twitter is keeping me up way too late!  http://tr.im/kpc1 @tweetstats",Angst,"@Mashable Dank an TweetStats habe ich bestätigt, was ich lange vermutete: Twitter hält mich viel zu spät auf dem Laufenden!http://tr.im/kpc1 @tweetstats"
