sentence_de,emotion_de,emotion_en,sentence_en
Frankreich legt Kommunalwahlrecht für Nicht-EU-Ausländer auf Eis,Ärger,anger,France puts local election rights for non-EU foreigners on ice
Im Auge des Staats: Indiens grosse Überwachungsoffensive,Antizipation,enthusiasm,In the eye of the state: India great surveillance offensive
Klimaschutz würde wenigstens die grossen Gletscher noch retten,Traurigkeit,sadness,Climate protection would at least save the large glaciers
Es braucht keine Milliardenbussen der EU-Kommission. Der Markt diszipliniert Google auch so.,Antizipation,enthusiasm,The EU Commission does not need billions of billions.The market also disciplines Google.
Die letzten Kennedy-Dokumente sind eine Schatztruhe für Verschwörungstheoretiker,Antizipation,enthusiasm,The last Kennedy documents are a treasure chest for conspiracy theorists
«Ehe für alle ist überfällig»,Antizipation,enthusiasm,"""Before everyone is overdue"""
Initiative zur Trennung von Kirche und Staat im Wallis lanciert,Antizipation,enthusiasm,Initiative to separate the church and state in Valais
US-Regierung zieht sich aus Uno-Menschenrechtsrat zurück,Überraschung,surprise,US government withdraws from the UN Human Rights Council
Papst verlängert Erlaubnis zur Vergebung der Abtreibung,Unklar,neutral,Pope extends permission to forgive the abortion
Hansjörg Wyss will Anti-SVP-Plakate finanzieren,Überraschung,surprise,Hansjörg Wyss wants to finance anti-SVP posters
Kanton Waadt lässt häufig Dublin-Fristen verstreichen,Ärger,anger,Canton of Vaud often lets Dublin periods spread
Bürgerliche befürworten Spezialtarif für ausländische ETH-Studenten,Antizipation,enthusiasm,Bourse supports special tariff for foreign ETH students
Die Schweiz reagiert empfindlich auf den Klimawandel,Angst,worry,Switzerland is sensitive to climate change
Wenn schon Bitcoin – dann so,Vertrauen,love,If already Bitcoin - then like that
Mütter sollen nicht mehr besser sein,Überraschung,surprise,Mothers should no longer be better
«Für mich ist jeder Kunde wie ein Gast»,Vertrauen,love,"""For me, every customer is like a guest"""
Schluss mit der Augenwischerei: Gentechnische Eingriffe an Embryonen sind selten notwendig,Antizipation,enthusiasm,End of eyes: genetic engineering interventions on embryos are rarely necessary
EU-Kommission zeigt sich besorgt über Schutz der Aussengrenze,Ärger,anger,EU Commission is concerned about protecting the outside limit
«Wir dürfen keine SVP light werden»,Antizipation,enthusiasm,"""We shouldn't be an SVP Light"""
China nimmt die Uno-Menschenrechtserklärung ins Visier,Antizipation,enthusiasm,China is targeting the UN human rights declaration
Fake-News gehören zur Politik – der Staat darf Facebook nicht zensurieren,Unklar,neutral,Fake news belongs to politics-the state must not censor Facebook
EU fordert zur Grippe-Impfung auf,Überraschung,surprise,EU asks for flu vaccination
Ist das Grundeinkommen gratis zu haben?,Überraschung,surprise,Is the basic income to have free of charge?
Jetzt hetzt er gegen die SVP,Ärger,anger,Now he rushes against the SVP
Die Umweltverantwortung des Einzelnen in der Demokratie,Antizipation,enthusiasm,The environmental responsibility of the individual in democracy
Wirtschaft droht den Kirchen,Unklar,neutral,Economy threatens the churches
Humanitäre Hilflosigkeit,Antizipation,enthusiasm,Humanitarian helplessness
Ich kritisierte den politischen Islam und die Identitätspolitik. Und plötzlich galt ich als «rechts». Warum eigentlich?,Überraschung,surprise,"I criticized political Islam and identity policy.And suddenly I was considered ""right"".Why actually?"
Wenn Algorithmen bei der Personalsuche diskriminieren,Antizipation,enthusiasm,When algorithms discriminate against personnel search
Präventive Wirkung von Überwachungskameras ist beschränkt,Überraschung,surprise,Preventive effect of surveillance cameras is limited
SGB kritisiert steigende Belastung der mittleren Einkommen,Überraschung,surprise,SGB criticizes increasing strain on the middle income
Parteien vereint im Widerstand gegen bedingungsloses Grundeinkommen,Antizipation,enthusiasm,Parties united in resistance to unconditional basic income
Bundesrat setzt neue Instrumente zur Kulturförderung in Kraft,Freude,happiness,Federal Council puts new instruments for cultural funding in force
Klimademokratie statt Klimanotstand – die Klimawende wird in den Städten entschieden,Antizipation,enthusiasm,Climate and climate criminal artery - the climate guns are decided in the cities
Bricht gleich der Krieg aus? Gender-Studies auf metaphorischen Abwegen,Traurigkeit,sadness,Does the war break out?Own gender studies on metaphorical
"Stimmt, was er über den Islam behauptet?",Unklar,neutral,Is it true what he claims about Islam?
Botswana hebt das Verbot der Elefantenjagd auf und erzürnt damit Tierschützer,Angst,worry,Botswana ceases the ban on elephant hunt and angered animal rights activists
Australisches Parlament beschliesst Ehe für alle,Freude,happiness,Australian parliament decides for everyone
Rentenalter frühestens in 13 Jahren erhöht,Ärger,anger,Retirement age increased in 13 years at the earliest
De Maizière warnt an Konferenz vor «dunkler Seite» der Migration,Antizipation,enthusiasm,De Maizière warns of the “dark side” of migration at the conference
Der Mythos ihrer Weiblichkeit hilft den osteuropäischen Frauen auch nicht weiter,Traurigkeit,sadness,The myth of their femininity does not help the Eastern European women either
Avenir Suisse zerpflückt Grundeinkommen,Angst,worry,Avenir Suisse torn down basic income
Bundesrat setzt neue Instrumente zur Kulturförderung in Kraft,Antizipation,enthusiasm,Federal Council puts new instruments for cultural funding in force
«Die Zeit ist nicht reif»: Das Zürcher Stadtparlament verzichtet auf eine Steuersenkung,Vertrauen,love,"""Time is not ripe"": the Zurich city parliament does not have a tax reduction"
Arbeitgeber für Papis und Mamis,Vertrauen,love,Employer for dads and mums
Genf plant Strafsteuer für Self-Checkout,Antizipation,enthusiasm,Geneva plans criminal tax for self-checkout
«Die beissen doch nicht!»,Überraschung,surprise,"""Don't bite!"""
Wolf reisst zwölf Schafe und vier Geissen,Angst,worry,Wolf tears twelve sheep and four Geissen
Die Zürcher SVP ist eine Wundertüte,Überraschung,surprise,The Zurich SVP is a surprise bag
Wenn Schweizer Hooligans zu gewalttätigen Muslimen werden,Überraschung,surprise,When Swiss hooligans become violent Muslims
Klimawandel – die drei Hebel eines Kleinstaats,Antizipation,enthusiasm,Climate change - the three levers of a small state
Höheres Haftungsrisiko für Hersteller selbstfahrender Fahrzeuge,Vertrauen,love,Higher risk of liability for manufacturers of self -driving vehicles
Humanitäre Hilfe in Jemens Hauptstadt zusammengebrochen,Traurigkeit,sadness,Humanitarian aid collapsed in Jemens capital
VBZ testen autonomen Bus,Vertrauen,love,VBZ test autonomous bus
"Influenza, Vierfachimpfstoff und Wirksamkeit: Die wichtigsten Fakten zur diesjährigen Grippeimpfung",Antizipation,enthusiasm,"Influenza, quadruple vaccine and effectiveness: The most important facts about this year's flu vaccination"
Mildere Sanktionen für Konzerne beschlossen,Unklar,neutral,Milder sanctions for corporations decided
"Kann sich der Islam mit dem freiheitlichen Verfassungsstaat versöhnen? Und was wäre, wenn darauf keine Aussicht bestünde?",Antizipation,enthusiasm,Can Islam reconcile with the free constitutional state?And what if there was no view?
Menschenrechtsgruppen werfen griechischer Polizei Rassismus vor,Angst,worry,Human rights groups accuse Greek police racism
"Überwachung mit Gesichtserkennung: Made in China, erprobt in Xinjiang und weltweit exportiert",Überraschung,surprise,"Monitoring with facial recognition: made in China, tested in Xinjiang and exported worldwide"
Gerade religiöse Menschen brauchen einen Staat ohne Gott,Unklar,neutral,Religious people in particular need a state without God
Schwere Doping-Vorwürfe gegen einen Schweizer Sportarzt – Hausdurchsuchung in Bern,Ärger,anger,Severe doping allegations against a Swiss sports doctor-house search in Bern
Adoptions-Verbot für Homo-Paare bleibt,Ärger,anger,Adoption ban for homo-couples remains
Neues aus dem Luzerner Alterslabor,Freude,happiness,News from the Lucerne age laboratory
Kanton Bern lockert Verhältnis zwischen Kirche und Staat,Unklar,neutral,Canton of Bern loosens the relationship between the church and the state
Frankreich und Deutschland wollen Öko-Energien in Afrika fördern,Antizipation,enthusiasm,France and Germany want to promote eco-energy in Africa
Wahlkampf ohne Zukunft,Ärger,anger,Election campaign without a future
"Schau mir in die Augen, Bürger",Unklar,neutral,"Look into my eyes, citizens"
SVP-Sieg dank Frustrierten und Selten-Wählern,Überraschung,surprise,SVP victory thanks to frustrated and rarely voters
Sexuelle Belästigung: Das EU-Parlament hält sich den Spiegel vor,Ärger,anger,Sexual harassment: The EU Parliament is holding the mirror
Der Entscheid für eine Testosteron-Obergrenze ist ein Entscheid für den Frauensport,Unklar,neutral,The decision for a testosterone upper limit is a decision for women's sports
Es gibt ein Leben jenseits von Android,Antizipation,enthusiasm,There is a life beyond Android
Aldi-Angestellte kriegen (noch) mehr Lohn,Überraschung,surprise,Aldi employees (still) more wages
Die Reanimation des CO2-Gesetzes hat begonnen,Vertrauen,love,The resuscitation of the CO2 law has started
Superreiche sollen im Kanton Zug mehr Steuern zahlen,Vertrauen,love,Super rich should pay more taxes in the canton of train
Aus ETH wird ITH!,Vertrauen,love,ETH becomes it!
Das Stichwort: Warum das Unteilbare ganz besonders persönlich ist. Und was das Individuum mit der Atomphysik verbindet,Überraschung,surprise,The keyword: why the indivisible is particularly personal.And what connects the individual with atomic physics
Die UBS entdeckt die reichen Frauen,Antizipation,enthusiasm,UBS discovers the rich women
Glauben statt wissen – Religionen bergen eine andere Art von Erfahrung,Unklar,neutral,Faith instead of knowing - religions contain a different kind of experience
Der Rausch der sexuellen Macht weicht einem Kater,Traurigkeit,sadness,The frenzy of sexual power gives way to a hangover
Facebook killt künstliche Intelligenz,Überraschung,surprise,Facebook kills artificial intelligence
Rascher Ressourcen-Verbrauch der Menschheit,Antizipation,enthusiasm,Rapid resource consumption of mankind
Viele Firmen erwartet kaum Veränderungen durch Digitalisierung,Antizipation,enthusiasm,Many companies hardly expect any changes from digitization
Wie ich für drei Stunden zur Rassistin wurde,Traurigkeit,sadness,How I became a racist for three hours
«So rettet man kein einziges Tier»,Überraschung,surprise,"""So you don't save a single animal"""
"Vorsicht, Ideologiekritik! Wie die vermeintlich fortschrittlichen Filme der Oscar-Verleihung die Regression befeuern",Ärger,anger,"Caution, criticism of ideology!How the supposedly progressive films of the Oscar ceremony fuel the regression"
Krankenkassen dürfen Daten von Hausärzten veröffentlichen,Unklar,neutral,Health insurers may publish data from general practitioners
Abgase müssen im Inland kompensiert werden,Antizipation,enthusiasm,Exhaust gases must be compensated for inland
Mehr Geld im Portemonnaie dank CO2-Abgaben?,Antizipation,enthusiasm,More money in your wallet thanks to CO2 taxes?
Nationalrat spricht 148 Mio. Franken für weltweiten Umweltschutz,Vertrauen,love,National Council speaks CHF 148 million for worldwide environmental protection
Nur zwei der SMI-Unternehmen erfüllen die Frauenquote bereits jetzt,Überraschung,surprise,Only two of the SMI companies are already fulfilling the quota of women
Brauchts 15'000 US-Soldaten gegen Latino-Flüchtlinge?,Antizipation,enthusiasm,"Do you need 15,000 US soldiers against Latino refugees?"
«Es braucht kein Ladenschluss-Gesetz»,Ärger,anger,"""It does not need a shop closing law"""
Experten soll Hooligans an Fussball-EM in Schach halten,Vertrauen,love,Experts should keep hooligans at bay at football European Chamber
IWF rät SNB zu stärkerem Fokus auf Negativzinsen,Vertrauen,love,IWF advises SNB on stronger focus on negative interest rates
Polinnen streiken gegen Abtreibungs-Verbot,Vertrauen,love,Polishes go on strike against abortion ban
Warum ist Atommüll so gefährlich?,Antizipation,enthusiasm,Why is nuclear waste so dangerous?
Nach dem Fest der #digitalalltag,Freude,happiness,After the festival of everyday #digital life
Russland und seine Athleten sind für vier Jahre vom Sport ausgeschlossen. Aber es ist ein Bann mit Lücken,Ärger,anger,Russia and its athletes are excluded from sport for four years.But it's a spell with gaps
Pfarrer warnen vor Steuerhölle,Traurigkeit,sadness,Pastor warn of tax hell
Grundeinkommen in allen Kantonen wuchtig abgelehnt,Antizipation,enthusiasm,Basic income in all cantons in a massive basis
Kantone gegen «Kuhhandel»,Vertrauen,love,"Cantons against ""cow trade"""
Mehr Frauen werden in Schweizer Geschäftsleitungen berufen,Freude,happiness,More women are appointed in Swiss business management
«Ein Grundeinkommen löst die Probleme nicht»,Angst,worry,"""A basic income does not solve the problems"""
Wer hat Angst vor der künstlichen Intelligenz?,Vertrauen,love,
«Schweizermacher»-Regisseur Rolf Lyssy fordert den Altersfreitod,Vertrauen,love,“Swiss maker” director Rolf Lyssy demands the age of age
Was bringen Weiterbildungen?,Antizipation,enthusiasm,What bring further training?
Parlament will den Schutz des Wolfes lockern,Antizipation,enthusiasm,Parliament wants to loosen the protection of the wolf
Kommt es zum Krieg?,Angst,worry,Does it come to war?
Demonstrationen in Italien gegen Erhöhung des Rentenalters,Vertrauen,love,Demonstrations in Italy against increasing retirement age
"Diese Frauen haben keine Zeit, in sozialen Medien an Revolutionen teilzunehmen",Vertrauen,love,These women have no time to take part in revolutions on social media
Entweihte Kirchen: vom Gotteshaus zum Konsumtempel?,Überraschung,surprise,Determined churches: from the church to consumer temple?
Forscher sehen Klimawandel als Ursache für Dürre in Kalifornien,Angst,worry,Researchers see climate change as the cause of drought in California
Deutschland ist im Jagdfieber – und immer mehr Frauen haben Freude am «grünen Abitur»,Antizipation,enthusiasm,"Germany is in hunting fever - and more and more women enjoy the ""green high school diploma"""
Google fördert Medienprojekte von Ringier und AZ,Antizipation,enthusiasm,Google promotes media projects from Ringier and AZ
Schluss mit Röhrli und Plastikteller,Unklar,neutral,End with Röhrli and plastic plate
Das haut die SVP vom Hocker,Antizipation,enthusiasm,The SVP from the stool skin
Neuseeland ermittelt gegen Google,Überraschung,surprise,New Zealand is investigated against Google
Dashcams und Drohnen: Selbstjustiz ist kein Mittel,Antizipation,enthusiasm,Dash cams and drones: Self -justice is not a means
Erdöl ist zu einem dreckigen Wort geworden: Können sich die grossen Ölkonzerne neu erfinden?,Unklar,neutral,Petroleum has become a dirty word: can the large oil companies reinvent themselves?
Kanada wagt das Cannabis-Experiment,Überraschung,surprise,Canada dares the cannabis experiment
Jetzt auch Dürre im Portemonnaie?,Überraschung,surprise,Now also drought in your wallet?
Wann ist die Abstimmung über No-Billag?,Antizipation,enthusiasm,When is the vote on NO-Billag?
Amazon bezahlt höheren US-Mindestlohn,Freude,happiness,Amazon pays higher US minimum wages
«Ohne Grundeinkommen wird es nicht gehen»,Vertrauen,love,"""It won't work without basic income"""
Immer wieder Fehler bei der lebenslangen Verwahrung,Traurigkeit,sadness,Again and again mistakes in lifelong custody
Schmelzwasser des Grönländischen Eisschildes fliesst schneller ab,Überraschung,surprise,Melting water of the Greenland ice sheet flows faster
Warum Männer mit fünfzig ebenfalls unsichtbar werden,Traurigkeit,sadness,Why men are also invisible at fifty
Huawei bringt ein bisschen Jungfraujoch in den Süden Chinas,Freude,happiness,Huawei brings a little Jungfraujoch to the south of China
Erste autonome Fahrplan-Busse der Schweiz nehmen Betrieb auf,Antizipation,enthusiasm,The first autonomous timetable buses in Switzerland are taking up operation
Künstliche Intelligenz besser bei Hautkrebsdiagnose als Ärzte,Antizipation,enthusiasm,Artificial intelligence better with skin cancer diagnosis than doctors
Die Bestrafung von Freiern macht Schule,Antizipation,enthusiasm,The punishment of clients makes school
Das Klagen gegen die Negativzinsen wird globaler und lauter,Ärger,anger,The complaint against the negative interest rates becomes global and louder
Menschenrechtsgericht stärkt Privatsphäre am Arbeitsplatz,Ärger,anger,Human rights court strengthens privacy in the workplace
Liechtenstein erhöht die Strafen für Kindsmissbrauch,Vertrauen,love,Liechtenstein increases the penalties for child abuse
Die Mühen der Zürcher SVP mit der Wahl in den Ständerat,Überraschung,surprise,The effort of the Zurich SVP with the election to the Council of States
Islam soll in Luzern Landeskirche werden,Vertrauen,love,Islam is said to be in Lucerne Landeskirche
Zürichs Filmschaffen prescht vor,Freude,happiness,Zurich's filmmaking dashes before
Das will die EU von uns,Antizipation,enthusiasm,The EU wants that from us
Nationalbank-Chef Jordan verteidigt Geldpolitik und Negativzins,Vertrauen,love,National Bank boss Jordan defends monetary policy and negative interest rate
Staatsanwalt fordert lebenslange Verwahrung für Vierfachmord von Rupperswil,Antizipation,enthusiasm,Prosecutor calls for lifelong custody for four -way murder of Rupperswil
Slowenen stimmen gegen Homo-Ehen,Unklar,neutral,Slovenes votes against gay marriages
Randalierer droht Gefängnis,Ärger,anger,Rioter threatens prison
Der Bundesrat liefert die AHV-Botschaft erst im August,Antizipation,enthusiasm,The Federal Council only delivers the AHV message in August
Experten kritisieren fehlende China-Strategie des Bundes,Angst,worry,Experts criticize the lack of a federal china strategy
So schlecht sind wir beim Naturschutz,Überraschung,surprise,We are so bad in nature conservation
Sogar Frauen sind für Rentenalter 65,Antizipation,enthusiasm,Even women are 65 for retirement age
UBS erwägt Weitergabe von Negativzinsen an Privatkunden,Antizipation,enthusiasm,UBS is considering passing on negative interest rates to private customers
Zieht Zürich heute einen Schluss-Strich?,Antizipation,enthusiasm,Zurich draws a final line today?
Wenn Algorithmen bei der Personalsuche diskriminieren,Überraschung,surprise,
ETH-Ratspräsident fordert Ausnahme von Kontingentssystem,Unklar,neutral,
Mehrere US-Staaten stimmen für Legalisierung von Marihuana,Freude,happiness,
Kantone brauchen die Zuwanderung,Vertrauen,love,Cantons need immigration
Der blinde Aktionismus der SVP schadet nur,Unklar,neutral,The blind actionism of the SVP only harms
Respektiert ihr Frauen? Dann hört auf mit dem Frauenzählen!,Unklar,neutral,Do you respect women?Then stop counting!
Venezuela erhöht Mindestlohn um 30 Prozent,Unklar,neutral,Venezuela increases minimum wage by 30 percent
Kantonsrat lehnt Initiative zur Förderung der Film- und Game-Branche ab,Unklar,neutral,Cantonal Council rejects initiative to promote the film and game industry
Juncker beruft EU-Sondertreffen zu Flüchtlingskrise ein,Vertrauen,love,Juncker appeals to the refugee crisis of the EU
Der Flugverkehr steht am Klima-Pranger – dabei ist er mit seinen Hausaufgaben in Sachen Klimaschutz auf Kurs,Antizipation,enthusiasm,Air traffic is on the climate pillory-he is on course with his homework in terms of climate protection
Im Wallis entsteht das zweitgrösste Waldreservat der Schweiz,Freude,happiness,The second largest forest reserve in Switzerland is being built in the Valais
Demonstration für und gegen Islam vor Moschee in US-Stadt Phoenix,Angst,worry,Demonstration for and against Islam before mosque in US city Phoenix
Facebooks Marktstellung ist problematisch – aber nicht so einfach zu ändern,Antizipation,enthusiasm,Facebook's market position is problematic - but not so easy to change
Von Viagra bis Antibiotika: Der Handel mit gefälschten Medikamenten floriert in Afrika,Traurigkeit,sadness,From viagra to antibiotics: trade in fake medication flourishes in Africa
Rassismuskommission lanciert Kampagne gegen Hass im Internet,Traurigkeit,sadness,Racism Commission launches campaign against hate on the Internet
"Die SVP röchelt nicht, sie holt gerade tief Luft",Antizipation,enthusiasm,"The SVP does not roar, it just takes a deep breath"
Bundesrat will beim EU-Plastikverbot nicht nachziehen,Antizipation,enthusiasm,Federal Council does not want to follow the EU plastic ban
«Wir sind alle von rassistischen Bildern geprägt»,Unklar,neutral,"""We are all shaped by racist pictures"""
"Weshalb eine Schweizer Flugticketabgabe nicht hält, was sie verspricht",Antizipation,enthusiasm,Which is why a Swiss flight ticket is not holding what it promises
Die Schweiz wird über das Burkaverbot abstimmen,Antizipation,enthusiasm,Switzerland will vote on the burqa ban
Die SVP drängt die Schweiz nach links,Ärger,anger,The SVP pushes Switzerland to the left
"Schutz von Klima und Umwelt – vorgebracht wird vieles, nur das Wort «Verzicht» fällt nicht",Traurigkeit,sadness,"Protection of the climate and the environment - a lot is made, only the word ""waiver"" does not fall"
Venezuelas Regierung erhöht den Mindestlohn - neue Proteste geplant,Angst,worry,
Obama attestiert USA Fortschritte im Kampf gegen Rassismus,Freude,happiness,Obama attested US progress in the fight against racism
Hunderte protestierten in Bern gegen Rassismus,Unklar,neutral,Hundreds of protested racism in Bern
Das ist die Schweiz von Mittelamerika,Freude,happiness,This is Switzerland of Central America
Der IMF ruft die Finanzminister zum Kampf gegen den Klimawandel auf,Vertrauen,love,The IMF calls the finance minister to fight climate change
Auch Schweden hinkt beim Klimaschutz seinen guten Vorsätzen hinterher,Überraschung,surprise,Sweden also lags behind his good resolutions during climate protection
Putin will Adoptionsverbotsgesetz für US-Bürger in Kraft setzen,Traurigkeit,sadness,Putin wants to put the adoption ban law for US citizens into force
70 Personen sterben auf der Pazifikinsel Samoa an Masern – Schuld sind ein Gesundheitsskandal und die Propaganda der Impfgegner,Traurigkeit,sadness,70 people die of measles on the Pacific island of Samoa - to blame are a health scandal and the propaganda of the opponents
Die Akte Armstrong wird geschlossen,Ekel,hate,The Armstrong file is closed
Das Wahlrecht für eine 28-Stunden-Woche kommt,Unklar,neutral,The right to vote for a 28-hour week comes
Krankenkasse ist nicht gleich Krankenkasse,Antizipation,enthusiasm,Health insurance is not the same as health insurance
Bis zu drei Viertel der Influencer-Follower sind falsch,Überraschung,surprise,Up to three quarters of the influencer followers are wrong
Menschen kippen einen Müllwagen Plastik pro Minute ins Meer,Unklar,neutral,People tip a garbage trolley plastic in the sea per minute
Künstliche Intelligenz voller Vorurteile,Antizipation,enthusiasm,Artificial intelligence full of prejudices
Schwyz will Steuern um 30 Prozent erhöhen!,Überraschung,surprise,Schwyz wants to increase taxes by 30 percent!
Google streicht bei Motorola jede fünfte Stelle,Antizipation,enthusiasm,Google deletes every fifth place at Motorola
Der Migrationsbuckel ist eine unbequeme Wahrheit für Politiker im reichen Norden,Ärger,anger,The migration hump is an uncomfortable truth for politicians in the rich north
Immer wieder Fehler bei der lebenslangen Verwahrung,Ekel,hate,Again and again mistakes in lifelong custody
"Ich denke, also spinn ich",Unklar,neutral,I think so I spin
Ständerat will mehr Geld für Nachwuchs-Leistungssport,Antizipation,enthusiasm,Council of States wants more money for young performance sports
Ist der Vegan-Boom schon vorbei?,Antizipation,enthusiasm,Is the vegan boom already over?
Eine Reise in die Heimat des Atoms,Angst,worry,A trip to the home of the atom
Jeff Bezos zeigt Herz für Obdachlose,Vertrauen,love,
"Vorwurf: Rassismus! – Wer bei roten Lippen gleich an Blackface denkt, schaut mit dem Blick des Klansmanns auf die Welt",Traurigkeit,sadness,
Nationalrat will Burkaverbot selbst an die Hand nehmen,Antizipation,enthusiasm,National Council wants to take a burqa ban on the hand
Uni Lugano bietet Masterstudiengang in Künstlicher Intelligenz an,Freude,happiness,Uni Lugano offers master's program in artificial intelligence
Polizei räumt Gefängnisdach nach Blutbad mit 26 Toten in Brasilien,Angst,worry,Police draws prison roof to Bloodbath with 26 deaths in Brazil
Keine Bitcoin an diesem Bankschalter,Unklar,neutral,No Bitcoin on this bank switch
Parteien vereint im Widerstand gegen bedingungsloses Grundeinkommen,Angst,worry,Parties united in resistance to unconditional basic income
Religion ist nicht das Leben selbst,Antizipation,enthusiasm,Religion is not life itself
Google hat auf offene Netzwerke zugegriffen,Unklar,neutral,Google has accessed open networks
Restriktive Haltung zu Zuwanderung hat laut Studie stark zugenommen,Antizipation,enthusiasm,Restrictive attitude towards immigration has increased significantly according to the study
Sind Frauen selbst schuld am tieferen Lohn?,Unklar,neutral,
"«Ich habe Fälle von jungen Frauen erlebt, die nach einer Vergewaltigung bis zum Schluss verdrängt haben, dass sie schwanger waren»",Unklar,neutral,"""I have experienced cases of young women who, after rape, displaced until the end that they were pregnant"""
Datenschutz heisst Schutz der Privatsphäre,Antizipation,enthusiasm,Data protection means protection of privacy
Schwere Komplikationen nach Knieoperation: Krankenkasse muss 1 Million Franken bezahlen,Unklar,neutral,Serious complications after knee surgery: health insurance must pay CHF 1 million
Lasst euch nicht verrückt machen!,Antizipation,enthusiasm,Don't be crazy!
Frickers Nachfolgerin Irène Kälin will Islam anerkennen,Vertrauen,love,Fricker's successor Irène Kälin will recognize Islam
Warum die Online-Regulierung im Geldspielgesetz nicht funktioniert,Antizipation,enthusiasm,Why the online regulation in the Game Game Act does not work
Themen der Sonntagszeitungen: Machtkämpfe und eine Umfrage,Antizipation,enthusiasm,Topics of the Sunday newspapers: power struggles and a survey
Eine Frauenquote produziert Quotenfrauen,Ärger,anger,A women's quota produces quota women
U-Haft ist härter als der Strafvollzug,Traurigkeit,sadness,In custody is harder than the prison
Helfen Hormone während der Schwangerschaft?,Antizipation,enthusiasm,Do hormones help during pregnancy?
Populismus für Papi,Antizipation,enthusiasm,Populism for dad
Noch fehlt das Verdikt zu den wirklich heiklen Datenschutzverletzungen,Antizipation,enthusiasm,The verdict to the really sensitive data protection injuries is still missing
Wegwerf-Plastiksäckli sollen verschwinden,Antizipation,enthusiasm,Disposable plastic bags should disappear
Frankreich und Deutschland wollen Öko-Energien in Afrika fördern,Freude,happiness,France and Germany want to promote eco-energy in Africa
Bund muss Leistungssport mit zusätzlichen 15 Millionen fördern,Freude,happiness,BUND has to promote competitive sports with an additional 15 million
Grundeinkommen in Rheinau: Mit einem Kunstprojekt lässt sich keine Politik machen,Antizipation,enthusiasm,"Basic income in Rheinau: With an art project, no policy can be made"
Dieser Handy-Gigant ist grossartig,Vertrauen,love,This cell phone giant is great
Strafe für Sexualstraftäter gemildert,Überraschung,surprise,Penalty for sex offenders mitigated
Treibt die EU der Schweiz die Subventionitis aus?,Überraschung,surprise,Is the EU drives Switzerland out of subsidy?
Maurer: Schweiz nicht finanzierbar mit einem Drittel der Einnahmen,Antizipation,enthusiasm,Maurer: Switzerland not affordable with a third of the income
Der Migrationsbuckel ist eine unbequeme Wahrheit für Politiker im reichen Norden,Traurigkeit,sadness,The migration hump is an uncomfortable truth for politicians in the rich north
So bewerten Forscher den Zusammenhang zwischen Klimawandel und Bevölkerungswachstum,Antizipation,enthusiasm,"For example, researchers rate the connection between climate change and population growth"
Zuwanderung nimmt leicht zu – aber nicht wegen der EU-Bürger,Antizipation,enthusiasm,Immigration increases easily-but not because of the EU citizen
Wie die Verschwörungstheorien um Jeffrey Epsteins Suizid entstanden sind,Ärger,anger,How the conspiracy theories around Jeffrey Epstein's suicide were created
Kunden machens immer häufiger selbst,Antizipation,enthusiasm,Customers do more and more themselves
Coca Cola und viele Investoren setzen auf Cannabis,Überraschung,surprise,Coca Cola and many investors rely on cannabis
«Ich wäre ausgeschafft worden»,Unklar,neutral,«Ich would be made out of workout»
Teures Warten auf Perfektion,Antizipation,enthusiasm,Expensive waiting for perfection
Zürich sagt Ja zur Energiestrategie,Unklar,neutral,Zurich says yes to the energy strategy
Warum Apple andere Internetgiganten in Sachen erneuerbare Energien abhängt,Freude,happiness,Why Apple depends on other internet giants when it comes to renewable energies
China nimmt die Uno-Menschenrechtserklärung ins Visier,Angst,worry,China is targeting the UN human rights declaration
Schweden bereitet Bürger auf Krieg vor,Unklar,neutral,Sweden prepares citizens for war
Wie man sich der Beobachtung durch Google entziehen kann,Ärger,anger,How to escape the observation by Google
"Wir dürfen nicht tolerieren, dass das Verbot von Chemiewaffen aufgeweicht wird",Angst,worry,We must not tolerate that the ban is softened by chemical weapons
Wie die Chinesen die Schweiz erobern,Freude,happiness,How the Chinese conquer Switzerland
Nach dem Fest der #digitalalltag,Antizipation,enthusiasm,After the festival of everyday #digital life
Merkel will neues europäisches Asylrecht: Dublin-Abkommen ändern,Antizipation,enthusiasm,Merkel wants to change new European asylum law: Dublin Agreement
Der Kanton Zürich erhält ein neues Jagdgesetz,Vertrauen,love,The canton of Zurich receives a new hunting law
"Migration und der Sozialstaat sind keine Gegensätze, aber manchmal braucht es Ventilklauseln",Überraschung,surprise,"Migration and the welfare state are not opposites, but sometimes valve clauses are needed"
Berlin testet Gesichtserkennung,Antizipation,enthusiasm,Berlin tests facial recognition
Battle Royale statt Kampagne für Einzelspieler,Antizipation,enthusiasm,Battle Royale instead of campaign for single players
Google räumt Mitschuld bei Unfall von selbstfahrendem Auto ein,Unklar,neutral,Google admits complicity in the event of an accident by self -driving car
FDP-Caroni will Vaterschaftsurlaub ultralight,Vertrauen,love,FDP-Caroni wants paternity vacation ultralight
«Ein Grundeinkommen löst die Probleme nicht»,Antizipation,enthusiasm,"""A basic income does not solve the problems"""
Die Demokratie ist sich selbst der grösste Feind,Angst,worry,Democracy is the greatest enemy itself
«Bringt dem Klima nicht viel»: FDP verzichtet im Positionspapier auf die Flugticketabgabe,Antizipation,enthusiasm,"""Don't bring much to the climate"": FDP does without the flight ticket output in the position paper"
