sentence_de,emotion_de,emotion_en,sentence_en
Französischer Wachkomapatient darf sterben,Traurigkeit,sadness,
Wenn das Volk Amazon zu Hilfe eilt,Unklar,neutral,
Schweizermacher werden von Ausländern überrannt,Unklar,neutral,
Politikversagen – und was dem Klima wirklich hilft,Überraschung,surprise,
Fünf Rezepte gegen die SVP,Vertrauen,love,
VBZ testen autonomen Bus,Freude,happiness,
Österreichs Bundeskanzler plädiert in China für fairen Welthandel,Freude,happiness,
Bundesrat gegen vier Wochen Vaterschaftsurlaub,Traurigkeit,sadness,
Initiative für ein bedingungsloses Grundeinkommen lanciert,Vertrauen,love,
Sterbehilfe aus «selbstsüchtigen Beweggründen»?,Traurigkeit,sadness,
"Was stimmt am Vorwurf, dass westliche Konzerne die Ostmitteleuropäer ausbeuten?",Antizipation,enthusiasm,
Ehre für die «Deep Learning Mafia»,Antizipation,enthusiasm,
Wie digital soll das Bildungssystem der Zukunft sein?,Vertrauen,love,
Treibt die EU der Schweiz die Subventionitis aus?,Antizipation,enthusiasm,
Ist das Grundeinkommen gratis zu haben?,Ärger,anger,
Eine neue Mikrosteuer soll alle anderen Steuern ersetzen,Antizipation,enthusiasm,
Richter wehren sich gegen höhere Mindeststrafen für Sexualdelikte,Antizipation,enthusiasm,
Dieser Automat macht alle arbeitslos,Antizipation,enthusiasm,
Dignitas-Gründer in Pilotprozess freigesprochen,Unklar,neutral,
Experten soll Hooligans an Fussball-EM in Schach halten,Antizipation,enthusiasm,
Kuba nimmt Paragrafen zu Ehe für Alle nicht in neue Verfassung auf,Ärger,anger,
Verdient die Schweiz an der EU?,Überraschung,surprise,
Kinder sind ein Ego-Projekt,Überraschung,surprise,
Facebook verärgert das Europaparlament,Vertrauen,love,
Dänemark ist das Vorbild der Geldspielgesetz-Gegner – aber auch dort gibt es Netzsperren,Vertrauen,love,
WWF mahnt Universitäten zu mehr Nachhaltigkeit,Antizipation,enthusiasm,
Klimaerwärmung: Anmassung von Nicht-wissen-Wollen,Ärger,anger,
Wie die Chinesen die Schweiz erobern,Überraschung,surprise,
Das Dublin-Konzept geht nicht auf,Überraschung,surprise,
Ist Google wirklich so gefährlich?,Ärger,anger,
Schneider-Ammann schiesst Frauenquote ab,Antizipation,enthusiasm,
Nobelpreisträger Werner Arber: «Ich glaube an die Schöpfung»,Vertrauen,love,
Support für Einführung von Mindeststrafen,Vertrauen,love,
Frau will mit Spritze im Spital ihren Vater «erlösen» – ist das aktive Sterbehilfe oder ein Tötungsdelikt?,Traurigkeit,sadness,
Solothurn muss Steuern erhöhen,Antizipation,enthusiasm,
Tourminator am Ende!,Überraschung,surprise,
Pop-Stars landen Krypto-Hits und Coin-Ladenhüter,Überraschung,surprise,
Trump verspricht staatlich gelenkte Pharmapreise,Ärger,anger,
Der Roboter führt die Vorstellungsgespräche,Antizipation,enthusiasm,
Präzedenzfall im Online-Bereich befürchtet,Antizipation,enthusiasm,
Cannabis als Schmerzmittel: ein Mythos,Überraschung,surprise,
Öffentlicher Verkehr in den Agglomerationen ist auf NAF angewiesen,Vertrauen,love,
"Alabama erlässt ein fast vollständiges Abtreibungsverbot – wieso das Gesetz nicht in Kraft treten dürfte, aber trotzdem für die gesamte USA von Bedeutung ist",Überraschung,surprise,
UNO-Nothilfegipfel will Versorgung in Krisengebieten verbessern,Traurigkeit,sadness,
Wie «klein» ist Brians Verwahrung wirklich?,Vertrauen,love,
Österreichs Bundeskanzler plädiert in China für fairen Welthandel,Vertrauen,love,
Warum so viele Influencer werden wollen,Ekel,hate,
Bundesrat spielt Ball in Sachen Vaterschaftsurlaub den Kantonen zu,Unklar,neutral,
Diese Werbung bricht ein Tabu,Antizipation,enthusiasm,
Ukraine will nun doch Abkommen mit EU,Antizipation,enthusiasm,
Wie die US-Stadt Portland auf kreative Weise das Obdachenlosenproblem lösen will,Freude,happiness,
IV-Bezüger dürfen nicht mehr observiert werden,Überraschung,surprise,
Keine Annäherung bei Reform der Altersvorsorge,Antizipation,enthusiasm,
Umfrage: Schweizer Ärzte sollen aktiver bei Sterbehilfe sein,Vertrauen,love,
"Zentralbanken: der Gott, der keiner sein dürfte",Ärger,anger,
Wer rettet unsere Privatsphäre?,Antizipation,enthusiasm,
«Ein Roboter kann einen Metzger nie ersetzen»,Vertrauen,love,
Humanitärer Helfer riskieren oft ihr Leben,Angst,worry,
Merkel für Schuldenbremse in Euro-Zone,Antizipation,enthusiasm,
Die SVP verrät ihre Wähler!,Ekel,hate,
Noch nie so viel CO2 in der Atmosphäre,Angst,worry,
Das haben die Schweizer Muslim-Vorschriften bis heute gebracht,Überraschung,surprise,
Das Verfassungsgericht hebt ein altes Verbot auf: Südkorea legalisiert Abtreibungen,Antizipation,enthusiasm,
Weihnachten für Politiker: Es winken bis zu 2 Milliarden Franken – dank einer Lockerung der Schuldenbremse,Vertrauen,love,
Städte setzen Silicon-Valley-Angestellte auf Diät,Ärger,anger,
Kita-Beschäftigte weiten Streik auf ganz Deutschland aus,Antizipation,enthusiasm,
Aber was ist Bitcoin eigentlich?,Antizipation,enthusiasm,
Falsch verstandene Tierliebe,Ärger,anger,
McVegan will Finnland erobern,Unklar,neutral,
Nationalrat sagt Ja zur Liberalisierung der Öffnungszeiten,Ärger,anger,
Warum Otto Normalverbraucher für Luxuskosmetik werben,Antizipation,enthusiasm,
Finnen sparen sich das Grundeinkommen,Traurigkeit,sadness,
Bundesrat Alain Berset warnt vor bedingungslosem Grundeinkommen,Angst,worry,
28-Stunden-Woche: Die deutsche Industrie fürchtet um ihre Wettbewerbsfähigkeit,Überraschung,surprise,
Frankreich legt Kommunalwahlrecht für Nicht-EU-Ausländer auf Eis,Ärger,anger,
Im Auge des Staats: Indiens grosse Überwachungsoffensive,Antizipation,enthusiasm,
Klimaschutz würde wenigstens die grossen Gletscher noch retten,Traurigkeit,sadness,
Es braucht keine Milliardenbussen der EU-Kommission. Der Markt diszipliniert Google auch so.,Antizipation,enthusiasm,
Die letzten Kennedy-Dokumente sind eine Schatztruhe für Verschwörungstheoretiker,Antizipation,enthusiasm,
«Ehe für alle ist überfällig»,Antizipation,enthusiasm,
Initiative zur Trennung von Kirche und Staat im Wallis lanciert,Antizipation,enthusiasm,
US-Regierung zieht sich aus Uno-Menschenrechtsrat zurück,Überraschung,surprise,
Papst verlängert Erlaubnis zur Vergebung der Abtreibung,Unklar,neutral,
Hansjörg Wyss will Anti-SVP-Plakate finanzieren,Überraschung,surprise,
Kanton Waadt lässt häufig Dublin-Fristen verstreichen,Ärger,anger,
Bürgerliche befürworten Spezialtarif für ausländische ETH-Studenten,Antizipation,enthusiasm,
Die Schweiz reagiert empfindlich auf den Klimawandel,Angst,worry,
Wenn schon Bitcoin – dann so,Vertrauen,love,
Mütter sollen nicht mehr besser sein,Überraschung,surprise,
«Für mich ist jeder Kunde wie ein Gast»,Vertrauen,love,
Schluss mit der Augenwischerei: Gentechnische Eingriffe an Embryonen sind selten notwendig,Antizipation,enthusiasm,
EU-Kommission zeigt sich besorgt über Schutz der Aussengrenze,Ärger,anger,
«Wir dürfen keine SVP light werden»,Antizipation,enthusiasm,
China nimmt die Uno-Menschenrechtserklärung ins Visier,Antizipation,enthusiasm,
Fake-News gehören zur Politik – der Staat darf Facebook nicht zensurieren,Unklar,neutral,
EU fordert zur Grippe-Impfung auf,Überraschung,surprise,
Ist das Grundeinkommen gratis zu haben?,Überraschung,surprise,
Jetzt hetzt er gegen die SVP,Ärger,anger,
Die Umweltverantwortung des Einzelnen in der Demokratie,Antizipation,enthusiasm,
Wirtschaft droht den Kirchen,Unklar,neutral,
Humanitäre Hilflosigkeit,Antizipation,enthusiasm,
Ich kritisierte den politischen Islam und die Identitätspolitik. Und plötzlich galt ich als «rechts». Warum eigentlich?,Überraschung,surprise,
Wenn Algorithmen bei der Personalsuche diskriminieren,Antizipation,enthusiasm,
Präventive Wirkung von Überwachungskameras ist beschränkt,Überraschung,surprise,
SGB kritisiert steigende Belastung der mittleren Einkommen,Überraschung,surprise,
Parteien vereint im Widerstand gegen bedingungsloses Grundeinkommen,Antizipation,enthusiasm,
Bundesrat setzt neue Instrumente zur Kulturförderung in Kraft,Freude,happiness,
Klimademokratie statt Klimanotstand – die Klimawende wird in den Städten entschieden,Antizipation,enthusiasm,
Bricht gleich der Krieg aus? Gender-Studies auf metaphorischen Abwegen,Traurigkeit,sadness,
"Stimmt, was er über den Islam behauptet?",Unklar,neutral,
Botswana hebt das Verbot der Elefantenjagd auf und erzürnt damit Tierschützer,Angst,worry,
Australisches Parlament beschliesst Ehe für alle,Freude,happiness,
Rentenalter frühestens in 13 Jahren erhöht,Ärger,anger,
De Maizière warnt an Konferenz vor «dunkler Seite» der Migration,Antizipation,enthusiasm,
Der Mythos ihrer Weiblichkeit hilft den osteuropäischen Frauen auch nicht weiter,Traurigkeit,sadness,
Avenir Suisse zerpflückt Grundeinkommen,Angst,worry,
Bundesrat setzt neue Instrumente zur Kulturförderung in Kraft,Antizipation,enthusiasm,
«Die Zeit ist nicht reif»: Das Zürcher Stadtparlament verzichtet auf eine Steuersenkung,Vertrauen,love,
Arbeitgeber für Papis und Mamis,Vertrauen,love,
Genf plant Strafsteuer für Self-Checkout,Antizipation,enthusiasm,
«Die beissen doch nicht!»,Überraschung,surprise,
Wolf reisst zwölf Schafe und vier Geissen,Angst,worry,
Die Zürcher SVP ist eine Wundertüte,Überraschung,surprise,
Wenn Schweizer Hooligans zu gewalttätigen Muslimen werden,Überraschung,surprise,
Klimawandel – die drei Hebel eines Kleinstaats,Antizipation,enthusiasm,
Höheres Haftungsrisiko für Hersteller selbstfahrender Fahrzeuge,Vertrauen,love,
Humanitäre Hilfe in Jemens Hauptstadt zusammengebrochen,Traurigkeit,sadness,
VBZ testen autonomen Bus,Vertrauen,love,
"Influenza, Vierfachimpfstoff und Wirksamkeit: Die wichtigsten Fakten zur diesjährigen Grippeimpfung",Antizipation,enthusiasm,
Mildere Sanktionen für Konzerne beschlossen,Unklar,neutral,
"Kann sich der Islam mit dem freiheitlichen Verfassungsstaat versöhnen? Und was wäre, wenn darauf keine Aussicht bestünde?",Antizipation,enthusiasm,
Menschenrechtsgruppen werfen griechischer Polizei Rassismus vor,Angst,worry,
"Überwachung mit Gesichtserkennung: Made in China, erprobt in Xinjiang und weltweit exportiert",Überraschung,surprise,
Gerade religiöse Menschen brauchen einen Staat ohne Gott,Unklar,neutral,
Schwere Doping-Vorwürfe gegen einen Schweizer Sportarzt – Hausdurchsuchung in Bern,Ärger,anger,
Adoptions-Verbot für Homo-Paare bleibt,Ärger,anger,
Neues aus dem Luzerner Alterslabor,Freude,happiness,
Kanton Bern lockert Verhältnis zwischen Kirche und Staat,Unklar,neutral,
Frankreich und Deutschland wollen Öko-Energien in Afrika fördern,Antizipation,enthusiasm,
Wahlkampf ohne Zukunft,Ärger,anger,
"Schau mir in die Augen, Bürger",Unklar,neutral,
SVP-Sieg dank Frustrierten und Selten-Wählern,Überraschung,surprise,
Sexuelle Belästigung: Das EU-Parlament hält sich den Spiegel vor,Ärger,anger,
Der Entscheid für eine Testosteron-Obergrenze ist ein Entscheid für den Frauensport,Unklar,neutral,
Es gibt ein Leben jenseits von Android,Antizipation,enthusiasm,
Aldi-Angestellte kriegen (noch) mehr Lohn,Überraschung,surprise,
Die Reanimation des CO2-Gesetzes hat begonnen,Vertrauen,love,
Superreiche sollen im Kanton Zug mehr Steuern zahlen,Vertrauen,love,
Aus ETH wird ITH!,Vertrauen,love,
Das Stichwort: Warum das Unteilbare ganz besonders persönlich ist. Und was das Individuum mit der Atomphysik verbindet,Überraschung,surprise,
Die UBS entdeckt die reichen Frauen,Antizipation,enthusiasm,
Glauben statt wissen – Religionen bergen eine andere Art von Erfahrung,Unklar,neutral,
Der Rausch der sexuellen Macht weicht einem Kater,Traurigkeit,sadness,
Facebook killt künstliche Intelligenz,Überraschung,surprise,
Rascher Ressourcen-Verbrauch der Menschheit,Antizipation,enthusiasm,
Viele Firmen erwartet kaum Veränderungen durch Digitalisierung,Antizipation,enthusiasm,
Wie ich für drei Stunden zur Rassistin wurde,Traurigkeit,sadness,
«So rettet man kein einziges Tier»,Überraschung,surprise,
"Vorsicht, Ideologiekritik! Wie die vermeintlich fortschrittlichen Filme der Oscar-Verleihung die Regression befeuern",Ärger,anger,
Krankenkassen dürfen Daten von Hausärzten veröffentlichen,Unklar,neutral,
Abgase müssen im Inland kompensiert werden,Antizipation,enthusiasm,
Mehr Geld im Portemonnaie dank CO2-Abgaben?,Antizipation,enthusiasm,
Nationalrat spricht 148 Mio. Franken für weltweiten Umweltschutz,Vertrauen,love,
Nur zwei der SMI-Unternehmen erfüllen die Frauenquote bereits jetzt,Überraschung,surprise,
Brauchts 15'000 US-Soldaten gegen Latino-Flüchtlinge?,Antizipation,enthusiasm,
«Es braucht kein Ladenschluss-Gesetz»,Ärger,anger,
Experten soll Hooligans an Fussball-EM in Schach halten,Vertrauen,love,
IWF rät SNB zu stärkerem Fokus auf Negativzinsen,Vertrauen,love,
Polinnen streiken gegen Abtreibungs-Verbot,Vertrauen,love,
Warum ist Atommüll so gefährlich?,Antizipation,enthusiasm,
Nach dem Fest der #digitalalltag,Freude,happiness,
Russland und seine Athleten sind für vier Jahre vom Sport ausgeschlossen. Aber es ist ein Bann mit Lücken,Ärger,anger,
Pfarrer warnen vor Steuerhölle,Traurigkeit,sadness,
Grundeinkommen in allen Kantonen wuchtig abgelehnt,Antizipation,enthusiasm,
Kantone gegen «Kuhhandel»,Vertrauen,love,
Mehr Frauen werden in Schweizer Geschäftsleitungen berufen,Freude,happiness,
«Ein Grundeinkommen löst die Probleme nicht»,Angst,worry,
Wer hat Angst vor der künstlichen Intelligenz?,Vertrauen,love,
«Schweizermacher»-Regisseur Rolf Lyssy fordert den Altersfreitod,Vertrauen,love,
Was bringen Weiterbildungen?,Antizipation,enthusiasm,
Parlament will den Schutz des Wolfes lockern,Antizipation,enthusiasm,
Kommt es zum Krieg?,Angst,worry,
Demonstrationen in Italien gegen Erhöhung des Rentenalters,Vertrauen,love,
"Diese Frauen haben keine Zeit, in sozialen Medien an Revolutionen teilzunehmen",Vertrauen,love,
Entweihte Kirchen: vom Gotteshaus zum Konsumtempel?,Überraschung,surprise,
Forscher sehen Klimawandel als Ursache für Dürre in Kalifornien,Angst,worry,
Deutschland ist im Jagdfieber – und immer mehr Frauen haben Freude am «grünen Abitur»,Antizipation,enthusiasm,
Google fördert Medienprojekte von Ringier und AZ,Antizipation,enthusiasm,
Schluss mit Röhrli und Plastikteller,Unklar,neutral,
Das haut die SVP vom Hocker,Antizipation,enthusiasm,
Neuseeland ermittelt gegen Google,Überraschung,surprise,
Dashcams und Drohnen: Selbstjustiz ist kein Mittel,Antizipation,enthusiasm,
Erdöl ist zu einem dreckigen Wort geworden: Können sich die grossen Ölkonzerne neu erfinden?,Unklar,neutral,
Kanada wagt das Cannabis-Experiment,Überraschung,surprise,
Jetzt auch Dürre im Portemonnaie?,Überraschung,surprise,
Wann ist die Abstimmung über No-Billag?,Antizipation,enthusiasm,
Amazon bezahlt höheren US-Mindestlohn,Freude,happiness,
«Ohne Grundeinkommen wird es nicht gehen»,Vertrauen,love,
Immer wieder Fehler bei der lebenslangen Verwahrung,Traurigkeit,sadness,
Schmelzwasser des Grönländischen Eisschildes fliesst schneller ab,Überraschung,surprise,
Warum Männer mit fünfzig ebenfalls unsichtbar werden,Traurigkeit,sadness,
Huawei bringt ein bisschen Jungfraujoch in den Süden Chinas,Freude,happiness,
Erste autonome Fahrplan-Busse der Schweiz nehmen Betrieb auf,Antizipation,enthusiasm,
Künstliche Intelligenz besser bei Hautkrebsdiagnose als Ärzte,Antizipation,enthusiasm,
Die Bestrafung von Freiern macht Schule,Antizipation,enthusiasm,
Das Klagen gegen die Negativzinsen wird globaler und lauter,Ärger,anger,
Menschenrechtsgericht stärkt Privatsphäre am Arbeitsplatz,Ärger,anger,
Liechtenstein erhöht die Strafen für Kindsmissbrauch,Vertrauen,love,
Die Mühen der Zürcher SVP mit der Wahl in den Ständerat,Überraschung,surprise,
Islam soll in Luzern Landeskirche werden,Vertrauen,love,
Zürichs Filmschaffen prescht vor,Freude,happiness,
Das will die EU von uns,Antizipation,enthusiasm,
Nationalbank-Chef Jordan verteidigt Geldpolitik und Negativzins,Vertrauen,love,
Staatsanwalt fordert lebenslange Verwahrung für Vierfachmord von Rupperswil,Antizipation,enthusiasm,
Slowenen stimmen gegen Homo-Ehen,Unklar,neutral,
Randalierer droht Gefängnis,Ärger,anger,
Der Bundesrat liefert die AHV-Botschaft erst im August,Antizipation,enthusiasm,
Experten kritisieren fehlende China-Strategie des Bundes,Angst,worry,
So schlecht sind wir beim Naturschutz,Überraschung,surprise,
Sogar Frauen sind für Rentenalter 65,Antizipation,enthusiasm,
UBS erwägt Weitergabe von Negativzinsen an Privatkunden,Antizipation,enthusiasm,
Zieht Zürich heute einen Schluss-Strich?,Antizipation,enthusiasm,
Wenn Algorithmen bei der Personalsuche diskriminieren,Überraschung,surprise,
ETH-Ratspräsident fordert Ausnahme von Kontingentssystem,Unklar,neutral,
Mehrere US-Staaten stimmen für Legalisierung von Marihuana,Freude,happiness,
Kantone brauchen die Zuwanderung,Vertrauen,love,
Der blinde Aktionismus der SVP schadet nur,Unklar,neutral,
Respektiert ihr Frauen? Dann hört auf mit dem Frauenzählen!,Unklar,neutral,
Venezuela erhöht Mindestlohn um 30 Prozent,Unklar,neutral,
Kantonsrat lehnt Initiative zur Förderung der Film- und Game-Branche ab,Unklar,neutral,
Juncker beruft EU-Sondertreffen zu Flüchtlingskrise ein,Vertrauen,love,
Der Flugverkehr steht am Klima-Pranger – dabei ist er mit seinen Hausaufgaben in Sachen Klimaschutz auf Kurs,Antizipation,enthusiasm,
Im Wallis entsteht das zweitgrösste Waldreservat der Schweiz,Freude,happiness,
Demonstration für und gegen Islam vor Moschee in US-Stadt Phoenix,Angst,worry,
Facebooks Marktstellung ist problematisch – aber nicht so einfach zu ändern,Antizipation,enthusiasm,
Von Viagra bis Antibiotika: Der Handel mit gefälschten Medikamenten floriert in Afrika,Traurigkeit,sadness,
Rassismuskommission lanciert Kampagne gegen Hass im Internet,Traurigkeit,sadness,
"Die SVP röchelt nicht, sie holt gerade tief Luft",Antizipation,enthusiasm,
Bundesrat will beim EU-Plastikverbot nicht nachziehen,Antizipation,enthusiasm,
«Wir sind alle von rassistischen Bildern geprägt»,Unklar,neutral,
"Weshalb eine Schweizer Flugticketabgabe nicht hält, was sie verspricht",Antizipation,enthusiasm,
Die Schweiz wird über das Burkaverbot abstimmen,Antizipation,enthusiasm,
Die SVP drängt die Schweiz nach links,Ärger,anger,
"Schutz von Klima und Umwelt – vorgebracht wird vieles, nur das Wort «Verzicht» fällt nicht",Traurigkeit,sadness,
Venezuelas Regierung erhöht den Mindestlohn - neue Proteste geplant,Angst,worry,
Obama attestiert USA Fortschritte im Kampf gegen Rassismus,Freude,happiness,
Hunderte protestierten in Bern gegen Rassismus,Unklar,neutral,
Das ist die Schweiz von Mittelamerika,Freude,happiness,
Der IMF ruft die Finanzminister zum Kampf gegen den Klimawandel auf,Vertrauen,love,
Auch Schweden hinkt beim Klimaschutz seinen guten Vorsätzen hinterher,Überraschung,surprise,
Putin will Adoptionsverbotsgesetz für US-Bürger in Kraft setzen,Traurigkeit,sadness,
70 Personen sterben auf der Pazifikinsel Samoa an Masern – Schuld sind ein Gesundheitsskandal und die Propaganda der Impfgegner,Traurigkeit,sadness,
Die Akte Armstrong wird geschlossen,Ekel,hate,
Das Wahlrecht für eine 28-Stunden-Woche kommt,Unklar,neutral,
Krankenkasse ist nicht gleich Krankenkasse,Antizipation,enthusiasm,
Bis zu drei Viertel der Influencer-Follower sind falsch,Überraschung,surprise,
Menschen kippen einen Müllwagen Plastik pro Minute ins Meer,Unklar,neutral,
Künstliche Intelligenz voller Vorurteile,Antizipation,enthusiasm,
Schwyz will Steuern um 30 Prozent erhöhen!,Überraschung,surprise,
Google streicht bei Motorola jede fünfte Stelle,Antizipation,enthusiasm,
Der Migrationsbuckel ist eine unbequeme Wahrheit für Politiker im reichen Norden,Ärger,anger,
Immer wieder Fehler bei der lebenslangen Verwahrung,Ekel,hate,
"Ich denke, also spinn ich",Unklar,neutral,
Ständerat will mehr Geld für Nachwuchs-Leistungssport,Antizipation,enthusiasm,
Ist der Vegan-Boom schon vorbei?,Antizipation,enthusiasm,
Eine Reise in die Heimat des Atoms,Angst,worry,
Jeff Bezos zeigt Herz für Obdachlose,Vertrauen,love,
"Vorwurf: Rassismus! – Wer bei roten Lippen gleich an Blackface denkt, schaut mit dem Blick des Klansmanns auf die Welt",Traurigkeit,sadness,
Nationalrat will Burkaverbot selbst an die Hand nehmen,Antizipation,enthusiasm,
Uni Lugano bietet Masterstudiengang in Künstlicher Intelligenz an,Freude,happiness,
Polizei räumt Gefängnisdach nach Blutbad mit 26 Toten in Brasilien,Angst,worry,
Keine Bitcoin an diesem Bankschalter,Unklar,neutral,
Parteien vereint im Widerstand gegen bedingungsloses Grundeinkommen,Angst,worry,
Religion ist nicht das Leben selbst,Antizipation,enthusiasm,
Google hat auf offene Netzwerke zugegriffen,Unklar,neutral,
Restriktive Haltung zu Zuwanderung hat laut Studie stark zugenommen,Antizipation,enthusiasm,
Sind Frauen selbst schuld am tieferen Lohn?,Unklar,neutral,
"«Ich habe Fälle von jungen Frauen erlebt, die nach einer Vergewaltigung bis zum Schluss verdrängt haben, dass sie schwanger waren»",Unklar,neutral,
Datenschutz heisst Schutz der Privatsphäre,Antizipation,enthusiasm,
Schwere Komplikationen nach Knieoperation: Krankenkasse muss 1 Million Franken bezahlen,Unklar,neutral,
Lasst euch nicht verrückt machen!,Antizipation,enthusiasm,
Frickers Nachfolgerin Irène Kälin will Islam anerkennen,Vertrauen,love,
Warum die Online-Regulierung im Geldspielgesetz nicht funktioniert,Antizipation,enthusiasm,
Themen der Sonntagszeitungen: Machtkämpfe und eine Umfrage,Antizipation,enthusiasm,
Eine Frauenquote produziert Quotenfrauen,Ärger,anger,
U-Haft ist härter als der Strafvollzug,Traurigkeit,sadness,
Helfen Hormone während der Schwangerschaft?,Antizipation,enthusiasm,
Populismus für Papi,Antizipation,enthusiasm,
Noch fehlt das Verdikt zu den wirklich heiklen Datenschutzverletzungen,Antizipation,enthusiasm,
Wegwerf-Plastiksäckli sollen verschwinden,Antizipation,enthusiasm,
Frankreich und Deutschland wollen Öko-Energien in Afrika fördern,Freude,happiness,
Bund muss Leistungssport mit zusätzlichen 15 Millionen fördern,Freude,happiness,
Grundeinkommen in Rheinau: Mit einem Kunstprojekt lässt sich keine Politik machen,Antizipation,enthusiasm,
Dieser Handy-Gigant ist grossartig,Vertrauen,love,
Strafe für Sexualstraftäter gemildert,Überraschung,surprise,
Treibt die EU der Schweiz die Subventionitis aus?,Überraschung,surprise,
Maurer: Schweiz nicht finanzierbar mit einem Drittel der Einnahmen,Antizipation,enthusiasm,
Der Migrationsbuckel ist eine unbequeme Wahrheit für Politiker im reichen Norden,Traurigkeit,sadness,
So bewerten Forscher den Zusammenhang zwischen Klimawandel und Bevölkerungswachstum,Antizipation,enthusiasm,
Zuwanderung nimmt leicht zu – aber nicht wegen der EU-Bürger,Antizipation,enthusiasm,
Wie die Verschwörungstheorien um Jeffrey Epsteins Suizid entstanden sind,Ärger,anger,
Kunden machens immer häufiger selbst,Antizipation,enthusiasm,
Coca Cola und viele Investoren setzen auf Cannabis,Überraschung,surprise,
«Ich wäre ausgeschafft worden»,Unklar,neutral,
Teures Warten auf Perfektion,Antizipation,enthusiasm,
Zürich sagt Ja zur Energiestrategie,Unklar,neutral,
Warum Apple andere Internetgiganten in Sachen erneuerbare Energien abhängt,Freude,happiness,
China nimmt die Uno-Menschenrechtserklärung ins Visier,Angst,worry,
Schweden bereitet Bürger auf Krieg vor,Unklar,neutral,
Wie man sich der Beobachtung durch Google entziehen kann,Ärger,anger,
"Wir dürfen nicht tolerieren, dass das Verbot von Chemiewaffen aufgeweicht wird",Angst,worry,
Wie die Chinesen die Schweiz erobern,Freude,happiness,
Nach dem Fest der #digitalalltag,Antizipation,enthusiasm,
Merkel will neues europäisches Asylrecht: Dublin-Abkommen ändern,Antizipation,enthusiasm,
Der Kanton Zürich erhält ein neues Jagdgesetz,Vertrauen,love,
"Migration und der Sozialstaat sind keine Gegensätze, aber manchmal braucht es Ventilklauseln",Überraschung,surprise,
Berlin testet Gesichtserkennung,Antizipation,enthusiasm,
Battle Royale statt Kampagne für Einzelspieler,Antizipation,enthusiasm,
Google räumt Mitschuld bei Unfall von selbstfahrendem Auto ein,Unklar,neutral,
FDP-Caroni will Vaterschaftsurlaub ultralight,Vertrauen,love,
«Ein Grundeinkommen löst die Probleme nicht»,Antizipation,enthusiasm,
Die Demokratie ist sich selbst der grösste Feind,Angst,worry,
«Bringt dem Klima nicht viel»: FDP verzichtet im Positionspapier auf die Flugticketabgabe,Antizipation,enthusiasm,
EU erreicht bei Verteilung von Flüchtlingen Ziel noch nicht,Antizipation,enthusiasm,
Massgeschneiderte Lösungen statt staatliches Lohndiktat,Angst,worry,
EU stimmt für Spaltung von Google,Antizipation,enthusiasm,
Das Arbeitseinkommen verliert an Gewicht,Angst,worry,
Drei von vier Frauen würden Thomas N. lebenslang verwahren,Unklar,neutral,
Kalifornien tritt beim Datenschutz in die Fussstapfen der EU,Antizipation,enthusiasm,
EU strenger mit der Schweiz als mit ihren Mitgliedern,Ärger,anger,
Putin will Adoptionsverbotsgesetz für US-Bürger in Kraft setzen,Ärger,anger,
Wenn Schweden Schweizer in Sachen Prostitution belehren,Ärger,anger,
Drei Engel für Outfittery,Vertrauen,love,
Polens Parlament gegen Volksabstimmung über höheres Rentenalter,Antizipation,enthusiasm,
Darum gehts bei der #MeToo-Debatte,Überraschung,surprise,
Allen Protesten zum Trotz: Die ETH erhöht die Studiengebühren,Unklar,neutral,
Nutella-Hersteller in USA zahlt nach Klage wegen «falscher» Werbung,Freude,happiness,
In Polen beginnt die Weltklimakonferenz – und in der Schweiz beginnt die Totalrevision des CO2-Gesetzes,Vertrauen,love,
Hausärzte werden zu Sterbehelfern,Antizipation,enthusiasm,
Bankiervereinigung drängt auf Fortschritte beim EU-Marktzugang,Unklar,neutral,
Doping ist kein Problem mehr,Vertrauen,love,
Weshalb der Verzicht auf die lebenslange Verwahrung des Mörders von Marie richtig ist,Angst,worry,
Hausärzte werden zu Sterbehelfern,Überraschung,surprise,
Bund will Medi-Preise nicht senken,Antizipation,enthusiasm,
Kein Bundes-Deal über Medi-Preise,Antizipation,enthusiasm,
Die bauernschlaue Rechnung der SVP,Unklar,neutral,
Strafe für Sexualstraftäter gemildert,Traurigkeit,sadness,
Viele Schweizer befürworten höhere Steuern für Spitzenverdiener,Überraschung,surprise,
Das Silicon Valley und seine Sprösslinge: Vom Ende der Euphorie und vom Beginn des Unbehagens,Überraschung,surprise,
SGB empfiehlt Mindestlohn gegen Lohndiskriminierung der Frauen,Ärger,anger,
Jetzt wird Deutschland übermütig,Ärger,anger,
560 Euro vom Staat - Finnland testet bedingungsloses Grundeinkommen,Vertrauen,love,
Aktivisten blockieren Strasse zu London Heathrow,Traurigkeit,sadness,
So umgeht die SVP das Polit-Werbeverbot,Ärger,anger,
Die Rheinauer wollen ein Grundeinkommen – bald wird wohl Geld gesammelt,Freude,happiness,
Der Ständerat empfiehlt ein Nein zur Mindestlohn-Initiative,Antizipation,enthusiasm,
Polizei räumt Gefängnisdach nach Blutbad mit 26 Toten in Brasilien,Antizipation,enthusiasm,
Eine Schweizer Flugticketabgabe birgt grosse Risiken,Antizipation,enthusiasm,
Der Streit um eine deutsche Kita-Broschüre kommt vor Gericht,Ärger,anger,
